file_base,cluster,time_min,cytokine,TSNE1,TSNE2
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_5min.fcs,18,5,IL2,15.2913338519958,-3.22910573442612
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_5min.fcs,13,5,IL2,-23.728236122105,-18.1626315221611
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,15,60,IL2,-23.2357349432363,-6.57126247943586
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,16,60,IL2,-26.0159047933491,-10.6029814595461
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,9,60,IL2,-23.5720003540724,-6.73685183470267
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,3,60,IL2,-26.2230638695109,-12.0946664314473
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,1,60,IL2,-23.8058190621845,-7.32052967021781
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,6,60,IL2,-27.6375754131129,-11.2084473548909
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,11,60,IL2,-12.6024740411605,-16.1290441456804
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,14,60,IL2,-25.3170909976466,-9.80350805505438
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,7,60,IL2,-26.0851789258115,-11.1798946679032
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,19,60,IL2,-22.1001983228314,-5.7729229814104
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,2,60,IL2,-24.7908095071747,-7.72102101155207
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,12,60,IL2,-21.8778461444965,-5.53544654030928
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,10,60,IL2,-26.127121921173,-11.1801835208863
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,20,60,IL2,2.46834406746785,-43.3438367057004
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,13,60,IL2,-22.6287292288102,-3.62751838816141
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,8,60,IL2,-24.2702553099229,-6.77776993220808
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,4,60,IL2,-8.28590616840428,-13.7890569983477
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,5,60,IL2,-18.8448296358982,-21.6887983701225
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,18,60,IL2,32.1687796833288,-21.4119525004575
Batch_1_20250918_pTCR_cHCV_Sample5_P1_CD3.28 IL2_60min.fcs,17,60,IL2,-26.4708998486741,-15.9056364168122
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,4,0,IL2,23.8647230621728,-22.2838294257973
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,15,0,IL2,-2.2337212491156,-17.6935806956894
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,12,0,IL2,0.352537062953543,-27.0698442053238
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,5,0,IL2,24.53027553178,-21.315677305716
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,19,0,IL2,0.0137588082441064,-26.8883631968492
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,16,0,IL2,-3.55668937363776,-17.4734459024978
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,14,0,IL2,-11.2376315105011,-20.6974432255268
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,2,0,IL2,9.21349014549313,-17.5823765727919
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,7,0,IL2,-3.29938214443263,-14.5295563188851
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,6,0,IL2,-12.6593357154678,-19.2825844861777
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,3,0,IL2,-18.7254294014823,-29.3711699360566
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,1,0,IL2,9.19924180232353,-17.2200177255975
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,13,0,IL2,-12.1066146315621,-18.1033746921064
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,9,0,IL2,-2.69642915384614,-17.7009963911888
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,8,0,IL2,-2.05023849598201,-17.1712051489044
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,11,0,IL2,37.1916998243415,-11.5430572210644
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,20,0,IL2,3.77685757009599,-40.7274541305757
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,17,0,IL2,-3.82053635481628,-25.6401934082328
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,10,0,IL2,-4.78149437489052,-17.6532881810008
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_0min.fcs,18,0,IL2,11.703043118918,-20.2771194972775
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,15,10,IL2,-0.127549007259819,-17.3213008004732
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,16,10,IL2,-1.75977077791006,-17.9958712593895
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,5,10,IL2,13.1883589081844,-19.2209540643698
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,3,10,IL2,-18.8082807171043,-29.224662362176
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,14,10,IL2,-3.33446418848058,-18.3421201106695
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,12,10,IL2,0.864431863258709,-25.9228850364742
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,7,10,IL2,-14.5969021912098,-18.8385071741482
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,11,10,IL2,37.1159457213803,-11.5721167107783
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,9,10,IL2,0.0953775233998994,-17.1338648411559
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,19,10,IL2,-0.806340313455706,-26.0794638103373
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,1,10,IL2,9.16926755274866,-16.6976741020838
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,8,10,IL2,0.607210101136125,-16.6363670796768
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,17,10,IL2,-4.59595828192621,-16.7184379532417
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,10,10,IL2,-10.4472409956134,-23.0160451960171
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,2,10,IL2,8.0844373566376,-16.9955691901727
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,4,10,IL2,23.5444493568561,-22.3803663564223
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,6,10,IL2,-12.5037933661596,-19.3735590868987
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,13,10,IL2,-10.0162979877915,-21.9871004935786
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,20,10,IL2,3.76464581370134,-40.7988527421635
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_10min.fcs,18,10,IL2,4.30877668877875,-23.2983111736993
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,3,15,IL2,-18.8594537495679,-29.2074131442778
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,2,15,IL2,8.13267780555774,-16.8535105840408
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,14,15,IL2,-7.33631978207704,-11.0990824175052
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,7,15,IL2,-15.3308185875245,-19.0367240873357
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,12,15,IL2,0.683497168156641,-25.8029689553721
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,15,15,IL2,-0.19854845536874,-17.4684456787676
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,6,15,IL2,-13.3623029991136,-19.65334414578
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,5,15,IL2,13.0390518795671,-19.4298099299136
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,16,15,IL2,-3.33638667519711,-18.1786730336022
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,9,15,IL2,0.167842662442353,-17.1077245850568
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,4,15,IL2,23.28561337105,-22.2502156539955
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,10,15,IL2,-16.2987748392262,-18.4347499778971
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,8,15,IL2,0.793786929414453,-16.287310695991
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,11,15,IL2,37.0135852209193,-11.5384629603605
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,18,15,IL2,16.4151680599172,-13.4136663311701
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,19,15,IL2,-0.906465732766666,-26.2566913993981
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,17,15,IL2,7.19273488394577,17.5633907085054
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,20,15,IL2,1.92887764242243,-42.270687120209
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,1,15,IL2,8.92420989224732,-16.6903239801802
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_15min.fcs,13,15,IL2,-15.1840710427064,-19.9328150450828
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,15,2,IL2,-2.51254860821167,-17.8610572517806
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,12,2,IL2,0.384574552439689,-26.7816538625338
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,5,2,IL2,12.0583284306093,-20.0315959149878
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,11,2,IL2,37.3834131867801,-11.2849149964007
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,9,2,IL2,-2.05761015785292,-17.5057976655654
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,7,2,IL2,-14.0383151007195,-18.6991093418828
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,3,2,IL2,-18.9085029395545,-29.215937143796
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,1,2,IL2,9.64982541489155,-17.5826379884823
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,19,2,IL2,0.365909683570705,-27.0166475940405
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,4,2,IL2,23.3111084725403,-22.1679048916483
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,14,2,IL2,-11.383070389712,-20.5846093004071
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,6,2,IL2,-13.2818415101394,-19.5076458259795
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,10,2,IL2,-12.9176603109834,-19.2256569875895
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,20,2,IL2,0.653267674401387,-42.8117109260966
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,16,2,IL2,-4.11099546809725,-17.4933620423279
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,2,2,IL2,8.27962409330636,-17.2764270018237
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,17,2,IL2,0.369664982027387,-25.144285036372
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,8,2,IL2,-1.25367506087765,-17.3905867437048
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,13,2,IL2,-19.3336245222042,-18.1896290161951
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_2min.fcs,18,2,IL2,15.184702154388,-16.7493286192372
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,15,30,IL2,-7.21999157083067,-10.3034004995525
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,12,30,IL2,-6.85009058216731,-10.2670311212878
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,19,30,IL2,-6.79492644743799,-10.3431368387638
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,5,30,IL2,13.3285257473543,-19.1399818699528
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,7,30,IL2,-15.6107981176207,-18.8792187211142
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,1,30,IL2,22.4051129069226,-3.69655165647276
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,14,30,IL2,-7.27983986296345,-10.4533458810188
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,3,30,IL2,-23.8348238970001,-17.4801071720366
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,16,30,IL2,-7.37328164641371,-10.8982397428644
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,9,30,IL2,22.48562282472,2.95294832220982
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,6,30,IL2,-13.4430142197342,-19.7003201359503
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,13,30,IL2,-22.8269206798769,-20.2823101435604
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,11,30,IL2,9.46471545790273,-18.0178262320313
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,2,30,IL2,22.4084375218567,-3.75504543041795
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,10,30,IL2,-10.4204541767564,-11.2482871676678
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,17,30,IL2,-7.58438430245106,-10.0293611952949
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,8,30,IL2,22.222689357402,-3.81086987514711
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,20,30,IL2,3.56522556509676,-44.2644657318374
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,4,30,IL2,24.0869846378123,-22.6593709924502
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_30min.fcs,18,30,IL2,12.66086695386,-21.2334917850719
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,6,5,IL2,-12.7381366927068,-19.3147032423374
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,17,5,IL2,-0.271009599389607,-25.5475349321547
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,15,5,IL2,-0.299499091362217,-17.2926319828069
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,4,5,IL2,23.9185363031083,-22.2150349256279
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,5,5,IL2,24.412392008356,-21.3370809282892
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,14,5,IL2,-3.04051606984859,-18.127678367356
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,7,5,IL2,-3.53321780492451,-14.5273129130713
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,12,5,IL2,0.804347990225303,-26.4534749338907
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,19,5,IL2,1.08943163802679,-26.3962764732422
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,3,5,IL2,-18.7595206431179,-29.2562424467515
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,11,5,IL2,37.0926005942383,-11.6760159906977
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,20,5,IL2,3.52731379120649,-40.5458298149591
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,9,5,IL2,-0.180531874471715,-17.217974397348
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,8,5,IL2,9.26031925344185,-16.4789787093174
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,16,5,IL2,-1.96678727743244,-17.6247056231876
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,1,5,IL2,9.1840494034167,-17.0011817076115
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,2,5,IL2,8.5353936299584,-16.9922001202113
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,18,5,IL2,13.4643733332714,-19.7576011414245
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,13,5,IL2,-11.253775240373,-22.7265178564408
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_5min.fcs,10,5,IL2,-3.14940598631349,-17.6230697932176
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,20,60,IL2,3.43995844767052,-45.2135023261439
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,11,60,IL2,-8.41632940245617,-14.004451089489
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,12,60,IL2,-22.2179813894176,-5.45850191417692
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,19,60,IL2,-22.2393034619388,-5.55669004390749
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,2,60,IL2,-17.1067925616372,-5.47144778566406
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,4,60,IL2,18.5427630437896,-23.7367049891218
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,16,60,IL2,-25.167838247252,-7.07389214223194
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,15,60,IL2,-17.9448881205998,-5.47310000008637
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,3,60,IL2,-25.8128977930876,-12.6902434003238
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,6,60,IL2,-25.2553239841178,-7.31482084994442
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,7,60,IL2,-25.0823882277827,-12.7115189685285
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,14,60,IL2,-23.4525213455463,-4.67590051207733
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,9,60,IL2,-17.8578271543494,-5.42589722671431
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,5,60,IL2,-17.524100539902,-6.68579722359913
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,10,60,IL2,-25.8798391863815,-9.97792499886548
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,1,60,IL2,-16.90231417626,-5.52194720663301
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,13,60,IL2,-24.8442814381409,0.406974458833524
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,8,60,IL2,-17.5318256198653,-5.50115068098552
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,17,60,IL2,-20.6459209360431,-6.05649738917211
Batch_1_20250918_pTCR_cHCV_Sample5_P2_CD3.28 IL2_60min.fcs,18,60,IL2,-3.819159699074,-11.7733930386302
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,12,0,IL2,17.5886512459438,27.5274341414792
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,11,0,IL2,39.1217466938704,2.37096137638198
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,4,0,IL2,28.8690084607188,7.69915300537472
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,10,0,IL2,-13.5965982264338,38.2667761466286
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,16,0,IL2,-13.3893911232188,38.0045446734149
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,7,0,IL2,1.35354291314389,36.1592567690242
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,17,0,IL2,8.31596224876568,29.9085317253747
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,9,0,IL2,-0.411956681500078,33.127887523888
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,5,0,IL2,19.2674716018601,18.4120108081186
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,15,0,IL2,-0.497684363275161,33.1234251235101
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,19,0,IL2,17.5988871597638,27.5031823469299
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,6,0,IL2,-16.9282281316001,37.3879786611697
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,3,0,IL2,-19.2249903398638,28.1355934079929
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,1,0,IL2,12.4547852424099,29.1882779203163
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,14,0,IL2,-0.433936405225295,33.3066031111938
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,2,0,IL2,12.7151255799312,29.3040830517051
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,8,0,IL2,1.04736371092176,31.8237927621692
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,13,0,IL2,-13.6980609845958,37.0581782348637
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,18,0,IL2,25.5571784904583,-0.465916610438166
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_0min.fcs,20,0,IL2,3.61642715561634,-44.2041150186096
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,11,10,IL2,38.0136755669033,2.46646486477042
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,19,10,IL2,24.1021270339393,22.7315215977918
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,9,10,IL2,27.4226336344447,24.2318160957148
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,12,10,IL2,24.3571602309268,22.7826873829687
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,8,10,IL2,25.8445511424613,24.7932629937138
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,1,10,IL2,25.0637662714257,24.0466757540396
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,2,10,IL2,24.8778296823653,24.1357163801566
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,5,10,IL2,19.4959271442593,18.3185791392639
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,15,10,IL2,28.5690028247318,23.6654466808752
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,6,10,IL2,-15.8586916991673,37.7168668500601
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,7,10,IL2,2.18540879798441,35.2417613870636
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,10,10,IL2,-6.02130157134476,34.0700028066317
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,14,10,IL2,28.6255104664122,23.2896993369739
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,3,10,IL2,-18.7116612068037,27.8124473937845
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,17,10,IL2,25.7643311338842,24.6513512014514
Batch_2_20250918_pTCR_cHCV_Sample6_P3_CD3.28 IL2_10min.fcs,16,10,IL2,-5.31147686869667,33.8618143727729
